id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
104,Rishabh Sharma,Class 1,B,0104,Mr. Aarav Sharma,Mrs. Rishabh Sharma,2011-06-05,"House 456, Road 3, Khurda",9276890326,1,77,"{""social_science"": 41, ""hindi"": 72, ""computer_science"": 57}"
105,Aditya Behera,Class 5,D,0105,Mr. Aanya Behera,Mrs. Pihu Behera,2015-08-22,"Village, Road 3, Puri",9960198259,1,75,"{""science"": 71, ""english"": 44, ""computer_science"": 87, ""social_science"": 60, ""odia"": 76}"
106,Rudra Das,Class 3,B,0106,Mr. Neil Das,Mrs. Divyansh Das,2014-04-06,"House 456, Lane 1, Cuttack",9483112416,1,90,"{""hindi"": 54, ""science"": 57, ""social_science"": 68, ""mathematics"": 43}"
107,Aadhya Naik,Class 9,C,0107,Mr. Arjun Naik,Mrs. Om Naik,2013-09-06,"Plot 123, Lane 1, Mayurbhanj",9585436047,1,91,"{""computer_science"": 95, ""science"": 90, ""english"": 70, ""hindi"": 41, ""social_science"": 71, ""mathematics"": 83, ""odia"": 90}"
108,Myra Rout,Class 3,C,0108,Mr. Ishaan Rout,Mrs. Aanya Rout,2015-04-09,"House 456, Street 2, Khurda",9382852444,1,97,"{""science"": 83, ""social_science"": 53, ""odia"": 82, ""english"": 80}"
109,Vedant Mallick,Class 1,E,0109,Mr. Kabir Mallick,Mrs. Vihaan Mallick,2013-09-16,"Village, Road 3, Cuttack",9164517163,1,97,"{""science"": 57, ""social_science"": 91, ""odia"": 87}"
110,Abhinav Mishra,Class 8,C,0110,Mr. Vedant Mishra,Mrs. Samarth Mishra,2014-02-15,"Plot 123, Lane 1, Balasore",9184391012,1,90,"{""computer_science"": 75, ""science"": 62, ""odia"": 48, ""social_science"": 62, ""english"": 72, ""mathematics"": 58, ""hindi"": 86}"
111,Kian Lenka,Class 8,C,0111,Mr. Myra Lenka,Mrs. Aryan Lenka,2014-11-30,"House 456, Street 2, Khurda",9932832041,1,75,"{""computer_science"": 80, ""science"": 62, ""mathematics"": 42, ""odia"": 50, ""english"": 92, ""social_science"": 71, ""hindi"": 94}"
112,Navya Sahu,Class 8,A,0112,Mr. Atharv Sahu,Mrs. Krishna Sahu,2011-01-07,"House 456, Lane 1, Balasore",9137406639,1,78,"{""computer_science"": 55, ""mathematics"": 63, ""science"": 86, ""odia"": 69, ""social_science"": 55, ""english"": 72, ""hindi"": 89}"
113,Riya Nayak,Class 5,D,0113,Mr. Kabir Nayak,Mrs. Anika Nayak,2013-01-10,"Plot 123, Lane 1, Khurda",9397183337,1,81,"{""mathematics"": 91, ""science"": 84, ""computer_science"": 92, ""social_science"": 42, ""hindi"": 76}"
114,Inaya Kumar,Class 1,A,0114,Mr. Krishna Kumar,Mrs. Arjun Kumar,2012-12-11,"Village, Lane 1, Puri",9164746724,1,86,"{""hindi"": 79, ""social_science"": 93, ""computer_science"": 94}"
115,Abhinav Naik,Class 10,D,0115,Mr. Om Naik,Mrs. Samarth Naik,2012-11-29,"Village, Street 2, Puri",9429222611,1,90,"{""mathematics"": 55, ""computer_science"": 43, ""english"": 45, ""odia"": 51, ""social_science"": 47, ""hindi"": 80, ""science"": 56}"
116,Yash Pradhan,Class 7,D,0116,Mr. Prisha Pradhan,Mrs. Shaurya Pradhan,2012-03-04,"Plot 123, Road 3, Balasore",9297521723,1,91,"{""hindi"": 74, ""odia"": 79, ""mathematics"": 49, ""social_science"": 64, ""science"": 85, ""english"": 55}"
117,Yash Biswal,Class 5,D,0117,Mr. Pari Biswal,Mrs. Pihu Biswal,2010-12-09,"Village, Road 3, Mayurbhanj",9498192925,1,77,"{""hindi"": 54, ""science"": 58, ""computer_science"": 51, ""mathematics"": 60, ""odia"": 89}"
118,Riya Lenka,Class 10,A,0118,Mr. Aditya Lenka,Mrs. Avni Lenka,2012-06-10,"House 456, Road 3, Balasore",9483166419,1,89,"{""hindi"": 62, ""social_science"": 66, ""english"": 74, ""odia"": 40, ""science"": 40, ""computer_science"": 43, ""mathematics"": 95}"
119,Kavya Jena,Class 5,A,0119,Mr. Anaya Jena,Mrs. Aanya Jena,2015-09-13,"House 456, Lane 1, Balasore",9392774173,1,85,"{""science"": 95, ""english"": 63, ""mathematics"": 56, ""social_science"": 64, ""hindi"": 62}"
120,Sai Sahu,Class 10,E,0120,Mr. Arnav Sahu,Mrs. Arnav Sahu,2012-06-18,"Village, Road 3, Khurda",9641600606,1,83,"{""science"": 91, ""mathematics"": 55, ""social_science"": 44, ""english"": 51, ""odia"": 86, ""hindi"": 87, ""computer_science"": 75}"
121,Daksh Patra,Class 3,B,0121,Mr. Ishaan Patra,Mrs. Ayaan Patra,2013-02-25,"Village, Street 2, Mayurbhanj",9755715447,1,84,"{""social_science"": 61, ""mathematics"": 83, ""odia"": 50, ""hindi"": 53}"
122,Vihaan Sahu,Class 10,E,0122,Mr. Shaurya Sahu,Mrs. Vihaan Sahu,2012-03-19,"Plot 123, Road 3, Cuttack",9366142873,1,98,"{""science"": 92, ""computer_science"": 81, ""english"": 54, ""odia"": 81, ""social_science"": 54, ""hindi"": 73, ""mathematics"": 79}"
123,Daksh Dash,Class 5,E,0123,Mr. Krishna Dash,Mrs. Yash Dash,2014-09-26,"Village, Street 2, Cuttack",9893304457,1,86,"{""odia"": 86, ""social_science"": 75, ""computer_science"": 68, ""mathematics"": 60, ""hindi"": 57}"
124,Yash Lenka,Class 7,B,0124,Mr. Dev Lenka,Mrs. Neil Lenka,2014-05-02,"Plot 123, Street 2, Puri",9666728950,1,85,"{""computer_science"": 49, ""hindi"": 80, ""english"": 66, ""odia"": 93, ""social_science"": 59, ""mathematics"": 74}"
125,Pihu Biswal,Class 3,A,0125,Mr. Aanya Biswal,Mrs. Kabir Biswal,2012-04-24,"Village, Lane 1, Puri",9743054250,1,82,"{""hindi"": 71, ""english"": 41, ""science"": 57, ""odia"": 46}"
126,Myra Sahu,Class 5,C,0126,Mr. Aanya Sahu,Mrs. Saanvi Sahu,2014-01-01,"Plot 123, Street 2, Balasore",9802102990,1,94,"{""social_science"": 70, ""odia"": 50, ""science"": 83, ""english"": 76, ""computer_science"": 85}"
127,Shanaya Jena,Class 1,C,0127,Mr. Rishabh Jena,Mrs. Daksh Jena,2013-11-25,"Village, Road 3, Khurda",9476900454,1,86,"{""computer_science"": 66, ""english"": 95, ""social_science"": 85}"
128,Raghav Senapati,Class 1,A,0128,Mr. Shaurya Senapati,Mrs. Shivansh Senapati,2012-07-07,"Plot 123, Lane 1, Khurda",9119937714,1,98,"{""science"": 83, ""english"": 70, ""hindi"": 41}"
129,Vivaan Rout,Class 6,C,0129,Mr. Abhinav Rout,Mrs. Riya Rout,2013-02-06,"House 456, Street 2, Cuttack",9976978635,1,84,"{""social_science"": 77, ""hindi"": 75, ""mathematics"": 91, ""computer_science"": 40, ""english"": 42, ""odia"": 71}"
130,Reyansh Senapati,Class 7,A,0130,Mr. Aryan Senapati,Mrs. Abhinav Senapati,2012-02-29,"Plot 123, Road 3, Cuttack",9143283546,1,93,"{""hindi"": 75, ""science"": 67, ""english"": 71, ""social_science"": 63, ""mathematics"": 91, ""odia"": 67}"
131,Navya Pradhan,Class 3,A,0131,Mr. Kabir Pradhan,Mrs. Arnav Pradhan,2012-06-20,"House 456, Road 3, Mayurbhanj",9829328988,1,80,"{""social_science"": 75, ""computer_science"": 94, ""hindi"": 60, ""mathematics"": 93}"
132,Darsh Patra,Class 10,C,0132,Mr. Myra Patra,Mrs. Divyansh Patra,2014-11-03,"Plot 123, Lane 1, Cuttack",9733288502,1,87,"{""hindi"": 93, ""social_science"": 75, ""odia"": 71, ""english"": 92, ""computer_science"": 86, ""science"": 41, ""mathematics"": 71}"
133,Kabir Mallick,Class 1,D,0133,Mr. Inaya Mallick,Mrs. Jai Mallick,2014-08-14,"Plot 123, Road 3, Balasore",9473380727,1,82,"{""mathematics"": 42, ""social_science"": 86, ""computer_science"": 60}"
134,Raghav Mishra,Class 8,C,0134,Mr. Aditya Mishra,Mrs. Yash Mishra,2012-12-09,"Plot 123, Street 2, Khurda",9161160111,1,89,"{""english"": 58, ""mathematics"": 78, ""social_science"": 54, ""odia"": 43, ""computer_science"": 72, ""hindi"": 82, ""science"": 64}"
135,Vihaan Kar,Class 10,E,0135,Mr. Abhinav Kar,Mrs. Rudra Kar,2015-02-15,"House 456, Street 2, Balasore",9809027876,1,93,"{""computer_science"": 87, ""social_science"": 80, ""hindi"": 62, ""english"": 88, ""science"": 93, ""odia"": 85, ""mathematics"": 61}"
136,Raghav Swain,Class 3,E,0136,Mr. Reyansh Swain,Mrs. Jai Swain,2012-06-15,"Village, Street 2, Khurda",9181878810,1,75,"{""mathematics"": 69, ""hindi"": 75, ""english"": 52, ""social_science"": 81}"
137,Aadhya Behera,Class 6,D,0137,Mr. Vivaan Behera,Mrs. Darsh Behera,2013-05-26,"Plot 123, Lane 1, Khurda",9567989028,1,77,"{""english"": 88, ""odia"": 52, ""social_science"": 51, ""hindi"": 51, ""computer_science"": 68, ""science"": 43}"
138,Abhinav Pradhan,Class 2,D,0138,Mr. Vedant Pradhan,Mrs. Avni Pradhan,2012-06-26,"House 456, Lane 1, Khurda",9803816142,1,75,"{""mathematics"": 45, ""science"": 40, ""english"": 48, ""hindi"": 71}"
139,Saanvi Mallick,Class 4,C,0139,Mr. Shanaya Mallick,Mrs. Rudra Mallick,2014-10-05,"House 456, Road 3, Puri",9327888717,1,93,"{""science"": 42, ""english"": 84, ""hindi"": 41, ""social_science"": 83, ""mathematics"": 51}"
140,Ayaan Behera,Class 4,A,0140,Mr. Arjun Behera,Mrs. Jai Behera,2015-06-16,"Village, Street 2, Mayurbhanj",9397029316,1,92,"{""computer_science"": 76, ""hindi"": 66, ""science"": 74, ""mathematics"": 74, ""english"": 77}"
141,Anaya Behera,Class 9,B,0141,Mr. Saanvi Behera,Mrs. Anika Behera,2013-11-15,"Plot 123, Road 3, Balasore",9245571210,1,86,"{""social_science"": 77, ""english"": 59, ""computer_science"": 60, ""mathematics"": 81, ""odia"": 46, ""hindi"": 65, ""science"": 79}"
142,Pari Mohapatra,Class 4,B,0142,Mr. Avni Mohapatra,Mrs. Kian Mohapatra,2013-02-23,"House 456, Lane 1, Cuttack",9301158111,1,87,"{""english"": 61, ""computer_science"": 51, ""mathematics"": 52, ""odia"": 93, ""social_science"": 84}"
143,Shaurya Swain,Class 7,E,0143,Mr. Jai Swain,Mrs. Navya Swain,2011-07-20,"Plot 123, Road 3, Cuttack",9750261236,1,76,"{""social_science"": 94, ""mathematics"": 74, ""english"": 74, ""science"": 85, ""hindi"": 72, ""odia"": 41}"
144,Yash Kar,Class 10,E,0144,Mr. Shivansh Kar,Mrs. Ishaan Kar,2013-12-07,"House 456, Lane 1, Mayurbhanj",9169639653,1,92,"{""english"": 92, ""computer_science"": 52, ""science"": 76, ""hindi"": 95, ""mathematics"": 58, ""odia"": 83, ""social_science"": 82}"
145,Krishna Dash,Class 4,C,0145,Mr. Aanya Dash,Mrs. Saanvi Dash,2014-04-24,"Plot 123, Lane 1, Mayurbhanj",9403247890,1,91,"{""english"": 82, ""social_science"": 75, ""computer_science"": 74, ""mathematics"": 88, ""odia"": 67}"
146,Diya Nayak,Class 7,D,0146,Mr. Daksh Nayak,Mrs. Sai Nayak,2011-05-20,"Plot 123, Street 2, Cuttack",9337579907,1,85,"{""mathematics"": 58, ""english"": 40, ""odia"": 45, ""hindi"": 65, ""science"": 52, ""social_science"": 41}"
147,Shivansh Biswal,Class 1,C,0147,Mr. Navya Biswal,Mrs. Sai Biswal,2012-07-07,"Plot 123, Lane 1, Khurda",9578219724,1,83,"{""hindi"": 56, ""english"": 91, ""mathematics"": 43}"
148,Darsh Pradhan,Class 7,D,0148,Mr. Aarav Pradhan,Mrs. Avni Pradhan,2015-01-05,"Plot 123, Lane 1, Mayurbhanj",9350565444,1,93,"{""odia"": 52, ""hindi"": 61, ""social_science"": 94, ""computer_science"": 86, ""science"": 79, ""mathematics"": 60}"
149,Aarav Parida,Class 5,A,0149,Mr. Harsh Parida,Mrs. Divyansh Parida,2015-04-08,"Village, Road 3, Khurda",9252662018,1,95,"{""social_science"": 89, ""hindi"": 50, ""odia"": 84, ""english"": 79, ""computer_science"": 49}"
150,Daksh Tripathy,Class 7,E,0150,Mr. Pari Tripathy,Mrs. Reyansh Tripathy,2012-06-20,"House 456, Street 2, Puri",9506720890,1,98,"{""hindi"": 72, ""english"": 80, ""computer_science"": 45, ""odia"": 48, ""science"": 57, ""mathematics"": 83}"
151,Vivaan Behera,Class 2,A,0151,Mr. Neil Behera,Mrs. Pari Behera,2014-10-30,"House 456, Lane 1, Cuttack",9905656586,1,83,"{""odia"": 89, ""computer_science"": 85, ""science"": 70, ""english"": 66}"
152,Vihaan Sahoo,Class 9,D,0152,Mr. Saanvi Sahoo,Mrs. Vivaan Sahoo,2014-10-11,"House 456, Lane 1, Khurda",9366299992,1,81,"{""social_science"": 61, ""mathematics"": 68, ""english"": 56, ""science"": 69, ""odia"": 85, ""computer_science"": 54, ""hindi"": 51}"
153,Shaurya Tripathy,Class 8,D,0153,Mr. Inaya Tripathy,Mrs. Vedant Tripathy,2011-11-10,"Plot 123, Road 3, Puri",9807717324,1,92,"{""odia"": 47, ""computer_science"": 51, ""social_science"": 79, ""mathematics"": 89, ""science"": 68, ""hindi"": 50, ""english"": 74}"
154,Shivansh Jena,Class 6,D,0154,Mr. Daksh Jena,Mrs. Atharv Jena,2011-02-20,"Plot 123, Lane 1, Khurda",9749112631,1,87,"{""social_science"": 93, ""mathematics"": 89, ""english"": 73, ""hindi"": 93, ""computer_science"": 42, ""odia"": 87}"
155,Riya Samantaray,Class 9,E,0155,Mr. Vihaan Samantaray,Mrs. Kabir Samantaray,2011-12-21,"Plot 123, Road 3, Mayurbhanj",9688068394,1,76,"{""social_science"": 42, ""odia"": 42, ""mathematics"": 85, ""computer_science"": 91, ""science"": 80, ""hindi"": 70, ""english"": 40}"
156,Krishna Lenka,Class 6,C,0156,Mr. Neil Lenka,Mrs. Vivaan Lenka,2014-08-26,"House 456, Lane 1, Khurda",9150885705,1,84,"{""odia"": 48, ""mathematics"": 95, ""social_science"": 69, ""computer_science"": 55, ""science"": 58, ""english"": 60}"
157,Shaurya Patel,Class 8,C,0157,Mr. Reyansh Patel,Mrs. Avni Patel,2014-10-25,"House 456, Road 3, Khurda",9133903239,1,80,"{""odia"": 40, ""english"": 90, ""hindi"": 50, ""social_science"": 85, ""mathematics"": 48, ""science"": 59, ""computer_science"": 56}"
158,Arjun Mishra,Class 2,B,0158,Mr. Pihu Mishra,Mrs. Arjun Mishra,2013-12-06,"House 456, Lane 1, Puri",9507429102,1,80,"{""computer_science"": 61, ""odia"": 62, ""mathematics"": 82, ""hindi"": 45}"
159,Kiaan Biswal,Class 6,C,0159,Mr. Reyansh Biswal,Mrs. Aanya Biswal,2012-06-09,"Village, Street 2, Cuttack",9865516730,1,90,"{""english"": 70, ""odia"": 76, ""computer_science"": 45, ""science"": 40, ""hindi"": 83, ""social_science"": 58}"
160,Kiaan Nayak,Class 8,D,0160,Mr. Shanaya Nayak,Mrs. Samarth Nayak,2015-05-31,"Village, Street 2, Khurda",9915286467,1,91,"{""mathematics"": 93, ""english"": 43, ""computer_science"": 85, ""social_science"": 61, ""science"": 83, ""hindi"": 48, ""odia"": 41}"
161,Shanaya Parida,Class 9,D,0161,Mr. Krishna Parida,Mrs. Ishaan Parida,2013-01-17,"House 456, Street 2, Puri",9265038137,1,83,"{""computer_science"": 43, ""hindi"": 46, ""science"": 40, ""english"": 41, ""odia"": 47, ""social_science"": 71, ""mathematics"": 48}"
162,Dev Swain,Class 1,E,0162,Mr. Prisha Swain,Mrs. Daksh Swain,2011-03-28,"Village, Street 2, Balasore",9102647225,1,84,"{""english"": 94, ""hindi"": 64, ""computer_science"": 78}"
163,Shaurya Lenka,Class 3,A,0163,Mr. Prisha Lenka,Mrs. Darsh Lenka,2014-10-02,"Plot 123, Road 3, Puri",9324669557,1,97,"{""english"": 53, ""hindi"": 84, ""computer_science"": 48, ""mathematics"": 81}"
164,Prisha Dash,Class 4,B,0164,Mr. Pihu Dash,Mrs. Rishabh Dash,2013-01-25,"House 456, Road 3, Puri",9183454116,1,95,"{""social_science"": 64, ""english"": 77, ""hindi"": 53, ""odia"": 49, ""computer_science"": 81}"
165,Aanya Parida,Class 8,E,0165,Mr. Aditya Parida,Mrs. Kiaan Parida,2015-07-25,"Plot 123, Lane 1, Mayurbhanj",9357254744,1,93,"{""science"": 51, ""social_science"": 95, ""computer_science"": 68, ""hindi"": 81, ""odia"": 81, ""mathematics"": 72, ""english"": 64}"
166,Ishaan Tripathy,Class 9,D,0166,Mr. Samarth Tripathy,Mrs. Vedant Tripathy,2013-07-11,"Village, Road 3, Cuttack",9492701747,1,83,"{""computer_science"": 41, ""english"": 80, ""hindi"": 72, ""odia"": 67, ""mathematics"": 57, ""social_science"": 87, ""science"": 40}"
167,Ishaan Biswal,Class 6,D,0167,Mr. Pari Biswal,Mrs. Dev Biswal,2015-02-19,"Plot 123, Lane 1, Khurda",9573384880,1,81,"{""odia"": 71, ""social_science"": 40, ""hindi"": 65, ""english"": 85, ""mathematics"": 77, ""science"": 62}"
168,Myra Kar,Class 4,A,0168,Mr. Neil Kar,Mrs. Prisha Kar,2014-11-07,"Village, Street 2, Cuttack",9735585264,1,89,"{""hindi"": 67, ""computer_science"": 78, ""odia"": 90, ""science"": 85, ""english"": 62}"
169,Diya Singh,Class 5,B,0169,Mr. Neil Singh,Mrs. Kabir Singh,2015-01-09,"House 456, Lane 1, Mayurbhanj",9927742912,1,88,"{""social_science"": 87, ""computer_science"": 40, ""mathematics"": 78, ""science"": 74, ""hindi"": 42}"
170,Abhinav Pradhan,Class 4,C,0170,Mr. Yash Pradhan,Mrs. Shaurya Pradhan,2015-01-01,"House 456, Street 2, Balasore",9256523848,1,81,"{""social_science"": 59, ""mathematics"": 48, ""hindi"": 79, ""computer_science"": 61, ""science"": 73}"
171,Yash Patra,Class 10,E,0171,Mr. Prisha Patra,Mrs. Pari Patra,2011-03-23,"House 456, Street 2, Puri",9336297551,1,77,"{""science"": 80, ""english"": 43, ""mathematics"": 44, ""computer_science"": 78, ""hindi"": 70, ""odia"": 44, ""social_science"": 43}"
172,Riya Kar,Class 9,C,0172,Mr. Ayaan Kar,Mrs. Raghav Kar,2015-09-08,"Plot 123, Road 3, Mayurbhanj",9452201930,1,90,"{""hindi"": 45, ""social_science"": 95, ""odia"": 53, ""mathematics"": 52, ""english"": 65, ""science"": 84, ""computer_science"": 86}"
173,Aanya Mohapatra,Class 1,C,0173,Mr. Aarav Mohapatra,Mrs. Shaurya Mohapatra,2014-12-11,"Plot 123, Street 2, Mayurbhanj",9560011449,1,93,"{""social_science"": 90, ""english"": 55, ""science"": 46}"
174,Harsh Mishra,Class 9,D,0174,Mr. Arnav Mishra,Mrs. Prisha Mishra,2011-04-25,"Village, Lane 1, Balasore",9601917946,1,84,"{""english"": 71, ""mathematics"": 60, ""odia"": 45, ""computer_science"": 74, ""hindi"": 71, ""social_science"": 77, ""science"": 63}"
175,Shanaya Mallick,Class 6,C,0175,Mr. Kian Mallick,Mrs. Rishabh Mallick,2012-09-13,"House 456, Road 3, Mayurbhanj",9541738134,1,95,"{""science"": 48, ""computer_science"": 41, ""mathematics"": 53, ""english"": 61, ""hindi"": 81, ""social_science"": 74}"
176,Vedant Biswal,Class 9,A,0176,Mr. Sai Biswal,Mrs. Vihaan Biswal,2013-05-31,"Village, Road 3, Khurda",9175818614,1,84,"{""english"": 73, ""mathematics"": 56, ""hindi"": 60, ""social_science"": 57, ""computer_science"": 54, ""science"": 84, ""odia"": 89}"
177,Sai Behera,Class 8,D,0177,Mr. Reyansh Behera,Mrs. Yash Behera,2015-08-14,"Plot 123, Street 2, Cuttack",9947218717,1,85,"{""odia"": 45, ""computer_science"": 56, ""english"": 88, ""mathematics"": 61, ""social_science"": 90, ""hindi"": 74, ""science"": 69}"
178,Reyansh Naik,Class 7,D,0178,Mr. Avni Naik,Mrs. Vedant Naik,2013-02-04,"House 456, Road 3, Mayurbhanj",9787310120,1,78,"{""social_science"": 53, ""science"": 89, ""hindi"": 80, ""mathematics"": 82, ""computer_science"": 93, ""odia"": 53}"
179,Atharv Dash,Class 2,A,0179,Mr. Daksh Dash,Mrs. Yash Dash,2014-06-27,"Village, Road 3, Puri",9171495585,1,80,"{""computer_science"": 84, ""science"": 41, ""hindi"": 47, ""odia"": 81}"
180,Arjun Naik,Class 6,D,0180,Mr. Abhinav Naik,Mrs. Dev Naik,2010-10-16,"House 456, Street 2, Khurda",9348132978,1,76,"{""computer_science"": 55, ""english"": 46, ""science"": 66, ""hindi"": 79, ""odia"": 94, ""social_science"": 79}"
181,Kavya Singh,Class 5,A,0181,Mr. Anika Singh,Mrs. Arnav Singh,2012-07-24,"Village, Road 3, Balasore",9315534329,1,77,"{""mathematics"": 86, ""hindi"": 77, ""computer_science"": 71, ""social_science"": 63, ""science"": 64}"
182,Kavya Swain,Class 7,C,0182,Mr. Om Swain,Mrs. Harsh Swain,2011-04-28,"Plot 123, Street 2, Mayurbhanj",9664078799,1,85,"{""computer_science"": 70, ""science"": 60, ""odia"": 56, ""social_science"": 74, ""mathematics"": 51, ""hindi"": 57}"
183,Vivaan Nayak,Class 3,A,0183,Mr. Raghav Nayak,Mrs. Avni Nayak,2014-04-13,"Village, Lane 1, Puri",9530585240,1,98,"{""odia"": 69, ""computer_science"": 63, ""mathematics"": 47, ""hindi"": 56}"
184,Vedant Sharma,Class 10,E,0184,Mr. Abhinav Sharma,Mrs. Pari Sharma,2014-10-15,"Plot 123, Street 2, Puri",9328150791,1,83,"{""science"": 90, ""english"": 76, ""mathematics"": 76, ""hindi"": 78, ""odia"": 68, ""social_science"": 71, ""computer_science"": 42}"
185,Ayaan Mohapatra,Class 6,D,0185,Mr. Rishabh Mohapatra,Mrs. Ishaan Mohapatra,2010-11-10,"Plot 123, Street 2, Cuttack",9794468005,1,91,"{""odia"": 60, ""computer_science"": 66, ""social_science"": 55, ""english"": 52, ""hindi"": 44, ""mathematics"": 60}"
186,Vivaan Patra,Class 9,E,0186,Mr. Samarth Patra,Mrs. Diya Patra,2012-03-08,"Village, Street 2, Cuttack",9445663545,1,83,"{""hindi"": 92, ""mathematics"": 84, ""social_science"": 92, ""odia"": 45, ""computer_science"": 55, ""science"": 42, ""english"": 71}"
187,Darsh Das,Class 5,D,0187,Mr. Kavya Das,Mrs. Aarav Das,2010-12-29,"Plot 123, Lane 1, Khurda",9802424033,1,77,"{""mathematics"": 60, ""computer_science"": 69, ""social_science"": 77, ""hindi"": 78, ""english"": 40}"
188,Vedant Maharana,Class 9,E,0188,Mr. Kian Maharana,Mrs. Pihu Maharana,2011-09-22,"Plot 123, Road 3, Puri",9793722523,1,81,"{""hindi"": 51, ""computer_science"": 54, ""odia"": 47, ""social_science"": 72, ""science"": 41, ""mathematics"": 79, ""english"": 88}"
189,Arjun Jena,Class 3,D,0189,Mr. Saanvi Jena,Mrs. Aanya Jena,2011-06-22,"Village, Road 3, Cuttack",9460162854,1,80,"{""science"": 90, ""hindi"": 82, ""odia"": 52, ""computer_science"": 44}"
190,Dev Panda,Class 1,B,0190,Mr. Aarav Panda,Mrs. Jai Panda,2013-01-24,"Plot 123, Road 3, Mayurbhanj",9415413982,1,90,"{""english"": 72, ""mathematics"": 94, ""social_science"": 66}"
191,Daksh Pradhan,Class 2,A,0191,Mr. Harsh Pradhan,Mrs. Saanvi Pradhan,2013-08-19,"House 456, Road 3, Balasore",9211971555,1,84,"{""mathematics"": 66, ""english"": 48, ""hindi"": 61, ""science"": 95}"
192,Avni Senapati,Class 1,D,0192,Mr. Aarav Senapati,Mrs. Krishna Senapati,2012-04-27,"House 456, Lane 1, Balasore",9979759996,1,98,"{""hindi"": 57, ""social_science"": 88, ""english"": 58}"
193,Om Naik,Class 2,C,0193,Mr. Harsh Naik,Mrs. Om Naik,2011-05-11,"Village, Road 3, Khurda",9967425865,1,79,"{""english"": 77, ""science"": 80, ""computer_science"": 69, ""mathematics"": 48}"
194,Shanaya Mohanty,Class 8,A,0194,Mr. Aditya Mohanty,Mrs. Yash Mohanty,2011-07-01,"Village, Street 2, Balasore",9866318720,1,81,"{""science"": 76, ""hindi"": 40, ""odia"": 66, ""social_science"": 51, ""computer_science"": 56, ""mathematics"": 71, ""english"": 52}"
195,Jai Mohapatra,Class 1,D,0195,Mr. Abhinav Mohapatra,Mrs. Harsh Mohapatra,2012-06-22,"Plot 123, Street 2, Khurda",9553010821,1,93,"{""odia"": 78, ""english"": 50, ""science"": 48}"
196,Samarth Dash,Class 2,C,0196,Mr. Riya Dash,Mrs. Navya Dash,2014-01-14,"Plot 123, Road 3, Khurda",9476511461,1,89,"{""mathematics"": 69, ""odia"": 56, ""hindi"": 89, ""computer_science"": 56}"
